SITE_ID,Visual Check,SITE_TYPE,FACILITY_SITE_NUMBER,SITE_NAME,REGION_NAME,STATE,COUNTY,CITY,SRP_LATITUDE,SRP_LONGITUDE,SRP_ELEVATION,SRPELEVATIONMETHOD,BOUNDARYARTCCID,BOUNDARYARTCCCOMPUTERID,BOUNDARYARTCCNAME,TIEINFSSID,TIEINFSSNAME,ATCT,MAGNETICVARIATION,MAGNETICVARIATIONYEAR,TRAFFICPATTERNALTITUDE,MILITARYJOINTUSE,BEACONSCHEDULE,UNICOMFREQUENCIES,CTAFFREQUENCY,SEGMENTEDCIRCLE,BEACONCOLOR,WINDINDICATOR,ICAOIDENTIFIER,ARFF_CERT_CLASS_CODE,CERT_139_TYPE,AIR_CARRIER_SCHEDULED_SERVICE,ARFF_CERT_MONTH,LANDING_FACILITY_SITE_NUMBER,RUNWAY_STATE_POST_OFFICE_CODE,RUNWAY_ID,PHYSICAL_RUNWAY_LENGTH,PHYSICAL_RUNWAY_WIDTH,RUNWAY_SURFACE_TYPE_CONDITION,Runway Surface,RUNWAY_SURFACE_TREATMENT,PCN,RUNWAY_LIGHTS_EDGE_INTENSITY,BASE_END_IDENTIFIER,RUNWAY_END_TRUE_ALIGNMENT,ILS_TYPE,RIGHT_HAND_TRAFFIC_PATTERN,RUNWAY_MARKINGS_TYPE,RUNWAY_MARKINGS_CONDITION,LATITUDE_RUNWAY_END,LONGITUDE_RUNWAY_END,ELEVATION_RUNWAY_END,THRESHOLD_CROSSING_HEIGHT,VISUAL_GLIDE_PATH_ANGLE,LATITUDE_DISPLACED_THRESHOLD,LONGITUDE_DISPLACED_THRESHLD,ELEVATION_DISPLACED_THRESHOLD,DISPLACED_THRESHOLD,ELEVATION_AT_TOUCHDOWN_ZONE,VISUAL_GLIDE_SLOPE_INDICATORS,RUNWAY_VISUAL_RANGE_EQUIPMENT,RUNWAY_VISIBLE_VALUE_EQUIPMENT,APPROACH_LIGHT_SYSTEM,REIL_AVAILABILITY,RUNWAY_CENTERLINE_LIGHTS_AVAIL,RUNWAY_END_TOUCHDOWN_LIGHTS_AV,CONTROLLING_OBJECT_DESCRIPTION,CONTROLLING_OBJECT_MARKED,OBJECTS_AFFECTING_NAVIGABLE_AS,CONTROLLING_OBJECT_CLEARANCE_S,HEIGHT_ABOVE_RUNWAY,DISTANCE_FROM_RUNWAY_END,CENTERLINE_OFFSET,RECIPROCAL_END_IDENTIFIER,REC_RUNWAY_END_TRUE_ALIGNMENT,REC_ILS_TYPE,RH_TRAFFIC_PATTERN_LANDING_AIR,REC_RUNWAY_MARKINGS_TYPE,REC_RUNWAY_MARKINGS_CONDITION,REC_LATITUDE_PHY_RUNWAY_END,REC_LONGITDE_PHY_RUNWAY_END,REC_ELEVATION_PHY_RUNWAY_END,REC_THRESHOLD_CROSSING_HEIGHT,REC_VISUAL_GLIDE_PATH_ANGLE,REC_LATITUDE_DISP_THRESHOLD,REC_LONGITUDE_DISP_THRESHOLD,REC_ELEVATION_DISP_THRESHOLD,REC_DISPLACED_THRESHOLD,REC_ELEVATION_TOUCHDOWN_ZONE,APPROACH_SLOPE_INDICATOR_EQUIP,REC_RUNWAY_VISUAL_RANGE_EQUIP,REC_RUNWAY_VISIBILITY_VALUE_EQ,REC_APPROACH_LIGHT_SYSTEM,REC_REIL_AVAILABILITY,REC_RUNWAY_CENTERLINE_LIGHTS_A,REC_RUNWAY_END_TOUCHDOWN_LIGHT,END_CONTROLLING_OBJECT_DESCRIP,END_CONTROLLING_OBJECT_MARKED,END_OBJECTS_AFFECTING_NAV_AIR,END_CONTROL_OBJECT_CLEAR_SLOPE,END_CONTROL_OBJECT_HEIGHT_AR,END_CO_DIST_FROM_RUNWAY_END,END_CO_CENTERLINE_OFFSET,RUNWAY_LENGTH_SOURCE,RUNWAY_LENGTH_SOURCE_DATE,RUNWAY_CAPACITY_SINGLE_WHEEL,RUNWAY_CAPACITY_DOUBLE_WHEEL,RUNWAY_CAPACITY_2_DUAL_TANDEM,RUNWAY_CAPACITY_2_DD_TANDEM,BASE_RUNWAY_END_GRADIENT,BASE_RUNWAY_END_GRADIENT_DIR,BASE_RUNWAY_END_POSITION_SRC,BASE_RUNWAY_END_POSITION_SDT,BASE_RUNWAY_END_ELEV_SRC,BASE_RUNWAY_END_ELEV_SDT,BASE_DISP_THESHOLD_POS_SRC,BASE_DISP_THESHOLD_POS_SDT,BASE_DISP_THESHOLD_ELEV_SRC,BASE_DISP_THESHOLD_ELEV_SDT,BASE_TD_ZONE_ELEV_SRC,BASE_TD_ZONE_ELEV_SDT,BASE_TORA,BASE_TODA,BASE_ASDA,BASE_LDA,BASE_LAHSO,BASE_INTERSECTING_RUNWAY_ID,BASE_DESC_NOT_AN_INTER_RUNWAY,BASE_LATITUDE_LAHSO,BASE_LONGITUDE_LAHSO,BASE_LAHSO_SOURCE,BASE_LAHSO_SOURCE_DATE,RECP_RUNWAY_END_GRADIENT,RECP_RUNWAY_END_GRADIENT_DIR,RECP_RUNWAY_END_POSITION_SRC,RECP_RUNWAY_END_POSITION_SDT,RECP_RUNWAY_END_ELEV_SRC,RECP_RUNWAY_END_ELEV_SDT,RECP_DISP_THESHOLD_POS_SRC,RECP_DISP_THESHOLD_POS_SDT,RECP_DISP_THESHOLD_ELEV_SRC,RECP_DISP_THESHOLD_ELEV_SDT,RECP_TD_ZONE_ELEV_SRC,RECP_TD_ZONE_ELEV_SDT,RECP_TORA,RECP_TODA,RECP_ASDA,RECP_LDA,RECP_LAHSO,RECP_INTERSECTING_RUNWAY_ID,RECP_DESC_NOT_AN_INTER_RUNWAY,RECP_LATITUDE_LAHSO,RECP_LONGITUDE_LAHSO,RECP_LAHSO_SOURCE,RECP_LAHSO_SOURCE_DATE,Surface
WS18,1,HELIPORT,27570.12*H,AURORA SHEBOYGAN MEMORIAL MEDICAL CENTER,Great Lakes,WI,SHEBOYGAN,SHEBOYGAN,43.77194444,-87.71027778,749,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,02W,1995,,,,,,N,,,,,,,,27570.12*H,WI,H1,60,60,ASPH,ASPH,,,,H1,,,,,,43.77194444,-87.71027778,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,6/1/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
WS56,1,HELIPORT,27570.11*H,ST NICHOLAS HOSPITAL,Great Lakes,WI,SHEBOYGAN,SHEBOYGAN,43.76186111,-87.74663889,680,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1985,,,,,,N,,Y-L,,,,,,27570.11*H,WI,H1,30,30,CONC,CONC,,,,H1,,,,,,43.76186111,-87.74663889,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,6/1/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WS79,,HELIPORT,27572.01*H,INDIANHEAD MEDICAL CENTER,Great Lakes,WI,WASHBURN,SHELL LAKE,45.74166667,-91.92694444,1250,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,,,,,,,,N,,Y-L,,,,,,27572.01*H,WI,H1,40,40,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,11/18/2002 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
77WI,1,HELIPORT,27578.3*H,ST MARY'S HOSPITAL - FRANCISCAN-SKEMP,Great Lakes,WI,MONROE,SPARTA,43.94505556,-90.81422222,772,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,01W,2010,,,,,,,,,,,,,,27578.3*H,WI,H1,65,64,CONC,CONC,,,,H1,,,,,,43.94505556,-90.81422222,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,1/28/2014 0:00,,,,,,,OWNER,1/28/2014 0:00,OWNER,1/28/2014 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WS58,1,HELIPORT,27586.02*H,SPOONER HOSPITAL,Great Lakes,WI,WASHBURN,SPOONER,45.82569444,-91.89475,1080,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,02E,1985,,,,,,N,,,,,,,,27586.02*H,WI,H1,300,300,ASPH,ASPH,,,,H1,,,,,,45.82569444,-91.89475,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,9/28/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
WS59,1,HELIPORT,27610.01*H,DOOR COUNTY MEMORIAL HOSPITAL,Great Lakes,WI,DOOR,STURGEON BAY,44.83386111,-87.35397222,620,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,02W,1985,,,,,,N,,,,,,,,27610.01*H,WI,H1,40,40,CONC,CONC,,,,H1,,,,,,44.83386111,-87.35397222,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,10/10/2013 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
71WI,,HELIPORT,27628.28*H,HOFFMAN PROP INC,Great Lakes,WI,OZAUKEE,THEINSVILLE,43.26638889,-87.96591667,602,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1985,,,,,,N,,N,,,,,,27628.28*H,WI,H1,12,12,CONC,CONC,,,,H1,,,,,,43.26638889,-87.96591667,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WS61,1,HELIPORT,27631.02*H,TOMAH MEMORIAL HOSPITAL,Great Lakes,WI,MONROE,TOMAH,43.98466667,-90.51580556,965,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,01E,1985,,,,,,N,,Y,,,,,,27631.02*H,WI,H1,160,100,ASPH,ASPH,,,,H1,,,,,,43.98466667,-90.51580556,965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,10/12/2013 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
WI04,,HELIPORT,27637.01*H,ASPEN CREEK LUSSOW,Great Lakes,WI,LINCOLN,TOMAHAWK,45.45002778,-89.58180556,1522,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,,,,,,,,,,Y,,,,,,27637.01*H,WI,H1,40,40,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,2/11/2008 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
WI06,1,HELIPORT,27640.5*H,AURORA MEDICAL CENTER,Great Lakes,WI,MANITOWOC,TWO RIVERS,44.12697222,-87.61533333,596,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,03W,,,,,,,N,,Y,,,,,,27640.5*H,WI,H1,60,60,CONC,CONC,,,,H1,,,,,,44.12697222,-87.61533333,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,6/1/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WS73,,HELIPORT,27645.11*H,BIG FOOT FARMS,Great Lakes,WI,WALWORTH,WALWORTH,42.52083333,-88.57675,1000,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1990,,,,,,N,,,,,,,,27645.11*H,WI,H1,75,75,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
6WI8,1,HELIPORT,27661.02*H,WAUKESHA MEMORIAL HOSPITAL,Great Lakes,WI,WAUKESHA,WAUKESHA,43.011,-88.24280556,900,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,02W,1995,,,,,,N,,Y-L,,,,,,27661.02*H,WI,H1,40,40,MATS-G,MATS,,,PERI,H1,,,,,,43.011,-88.24280556,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,1/31/2003 0:00,,,,,,,FAA-EST IMAGERY,6/18/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATS
5WI7,1,HELIPORT,27664.01*H,THEDACARE MEDICAL CENTER WAUPACA,Great Lakes,WI,WAUPACA,WAUPACA,44.34544444,-89.07613889,804,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,00W,1985,,,,,,N,,Y,,,,,,27664.01*H,WI,H1,30,30,ASPH,ASPH,,,,H1,,,,,,44.34544444,-89.07613889,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,10/7/2013 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
WS75,1,HELIPORT,27666.21*H,WAUPUN MEMORIAL HOSPITAL,Great Lakes,WI,DODGE,WAUPUN,43.63247222,-88.74638889,910,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,02W,2000,,,,,,N,,,,,,,,27666.21*H,WI,H1,40,40,CONC,CONC,,,,H1,,,,,,43.63247222,-88.74638889,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STATE,4/1/2016 0:00,STATE,4/1/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WS65,1,HELIPORT,27667.02*H,WAUSAU HOSPITAL CENTER,Great Lakes,WI,MARATHON,WAUSAU,44.96683333,-89.66677778,1226,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,00E,1985,,,,,,N,,Y,,,,,,27667.02*H,WI,H1,66,66,CONC,CONC,,,,H1,,,,,,44.96683333,-89.66677778,1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,9/15/2013 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
2WI3,1,HELIPORT,27675.1*H,MILWAUKEE RGNL MEDICAL CENTER,Great Lakes,WI,MILWAUKEE,WAUWATOSA,43.04144444,-88.02294444,835,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1985,,,SS-SR,123.05,,N,CGY,Y,,,,,,27675.1*H,WI,H1,120,90,ASPH,ASPH,,,,H1,,,,,,43.04144444,-88.02294444,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,6/18/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
2WI3,1,HELIPORT,27675.1*H,MILWAUKEE RGNL MEDICAL CENTER,Great Lakes,WI,MILWAUKEE,WAUWATOSA,43.04144444,-88.02294444,835,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1985,,,SS-SR,123.05,,N,CGY,Y,,,,,,27675.1*H,WI,H2,55,55,ASPH-CONC,ASPH,,,,H2,,,,,,43.04127778,-88.02294444,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,6/18/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
WS66,1,HELIPORT,27682.01*H,ST JOSEPH'S COMMUNITY HOSPITAL,Great Lakes,WI,WASHINGTON,WEST BEND,43.41777778,-88.19258333,991,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,01W,1985,,,,,,N,,Y,,,,,,27682.01*H,WI,H1,50,50,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WI88,1,HELIPORT,27687.*H,ST CLARES HOSPITAL,Great Lakes,WI,MARATHON,WESTON,44.88944444,-89.57902778,1282,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,,,,,SS-SR,,,,CGY,Y-L,,,,,,27687.*H,WI,H1,40,40,CONC,CONC,,,,H1,,,,,,44.88944444,-89.57902778,1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,11/6/2011 0:00,,,,,,,FAA-EST IMAGERY,9/15/2013 0:00,OWNER,11/6/2011 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
79WI,1,HELIPORT,27695.01*H,WHITEHALL FIRE DEPARTMENT,Great Lakes,WI,TREMPEALEAU,WHITEHALL,44.36730556,-91.33272222,835,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,00E,2005,,,,,,,,Y,,,,,,27695.01*H,WI,H1,65,65,ASPH-G,ASPH,,,PERI,H1,,,,,,44.36730556,-91.33272222,835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,4/3/2007 0:00,,,,,,,OWNER,4/3/2007 0:00,OWNER,4/3/2007 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
WS07,,HELIPORT,27711.03*H,J B,Great Lakes,WI,SAUK,WISCONSIN DELLS,43.62722222,-89.78505556,900,E,ZAU,ZCG,CHICAGO,GRB,GREEN BAY,N,00E,1985,,,,,,N,,Y,,,,,,27711.03*H,WI,H1,160,150,CONC,CONC,,,,H1,,,,,,43.62722222,-89.78505556,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
60WI,1,HELIPORT,27724.4*H,HOWARD YOUNG MEDICAL CENTER,Great Lakes,WI,ONEIDA,WOODRUFF,45.89444444,-89.70355556,1612,E,ZMP,ZCP,MINNEAPOLIS,GRB,GREEN BAY,N,01W,1990,,,SEE RMK,123.05,,N,CGY,Y,,,,,,27724.4*H,WI,H1,42,42,CONC,CONC,,,,H1,,,,,,45.89444444,-89.70355556,1612,,,,,,,,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA,10/11/2013 0:00,,,,,,,FAA-EST IMAGERY,7/26/2015 0:00,,10/11/2013 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WV03,,HELIPORT,26520.02*H,LEE NORSE NR 2,Eastern,WV,RALEIGH,BECKLEY,37.78344444,-81.11647222,2180,E,ZID,ZCI,INDIANAPOLIS,EKN,ELKINS,N,06W,1985,,,,,,N,,Y,,,,,,26520.02*H,WV,H1,100,100,TURF,TURF,,,,H1,,,,,,37.78344444,-81.11647222,2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
WV04,1,HELIPORT,26520.03*H,APPALACHIAN RGNL HOSPITAL,Eastern,WV,RALEIGH,BECKLEY,37.79947222,-81.16766667,2340,E,ZID,ZCI,INDIANAPOLIS,EKN,ELKINS,N,06W,1985,,,,,,N,,Y,,,,,,26520.03*H,WV,H1,40,40,ASPH,ASPH,,,,H1,,,,,,37.79947222,-81.16766667,2340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,6/8/2016 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
WV26,,HELIPORT,26520.011*H,GLADE SPRINGS,Eastern,WV,RALEIGH,BECKLEY,37.72455556,-81.09702778,2550,E,ZID,ZCI,INDIANAPOLIS,EKN,ELKINS,N,06W,1985,,,,,,N,,Y,,,,,,26520.011*H,WV,H1,150,60,ASPH,ASPH,,,,H1,,,,,,37.72455556,-81.09702778,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
WV14,1,HELIPORT,26525.2*H,WALKER I,Eastern,WV,KANAWHA,BELLE,38.22786111,-81.53288889,590,E,ZID,ZCI,INDIANAPOLIS,EKN,ELKINS,N,06W,1990,,,,,,N,,Y,,,,,,26525.2*H,WV,H1,26,26,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
15WV,1,HELIPORT,26530.23*H,WAR MEMORIAL HOSPITAL,Eastern,WV,MORGAN,BERKELEY SPRINGS,39.64291667,-78.201,792,,ZDC,ZCW,WASHINGTON,EKN,ELKINS,N,,,,,,,,,,Y,,,,,,26530.23*H,WV,H1,46,46,CONC,CONC,,,,H1,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WV34,,HELIPORT,26536.1*H,BLUEFIELD RGNL MEDICAL CENTER,Eastern,WV,MERCER,BLUEFIELD,37.25455556,-81.23369444,2500,E,ZID,ZCI,INDIANAPOLIS,EKN,ELKINS,N,05W,1985,,,,,,N,,Y,,,,,,26536.1*H,WV,H1,50,50,CONC,CONC,,,,H1,,,,,,37.25455556,-81.23369444,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WV69,1,HELIPORT,26536.01*H,BLUEFIELD RGNL MEDICAL CENTER,Eastern,WV,MERCER,BLUEFIELD,37.25488889,-81.23558333,2555,E,ZID,ZCI,INDIANAPOLIS,EKN,ELKINS,N,08W,2020,,,,,,N,,Y,,,,,,26536.01*H,WV,H1,20,20,CONC,CONC,,,,H1,,,,,,37.25488889,-81.23558333,2555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,9/16/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
3WV7,1,HELIPORT,26547.01*H,UNITED MEDICAL CENTER,Eastern,WV,HARRISON,BRIDGEPORT,39.32933333,-80.23866667,1247,E,ZOB,ZCC,CLEVELAND,EKN,ELKINS,N,,,,,,,,,,Y,,,,,,26547.01*H,WV,H1,60,60,CONC,CONC,,,PERI,H1,,,,,,39.32933333,-80.23866667,1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,9/1/2010 0:00,,,,,,,FAA-EST IMAGERY,11/13/2013 0:00,OWNER,9/1/2010 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WV07,,HELIPORT,26575.23*H,STATE POLICE,Eastern,WV,KANAWHA,CHARLESTON,38.38258333,-81.75955556,650,E,ZID,ZCI,INDIANAPOLIS,EKN,ELKINS,N,06W,1985,,,,,,N,CGY,N,,,,,,26575.23*H,WV,H1,60,65,CONC,CONC,,,,H1,,,,,,38.38258333,-81.75955556,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WV56,1,HELIPORT,26575.02*H,CAMC-MEMORIAL,Eastern,WV,KANAWHA,CHARLESTON,38.34766667,-81.62761111,691,E,ZID,ZCI,INDIANAPOLIS,EKN,ELKINS,N,05W,1985,,,,,,N,,Y-L,,,,,,26575.02*H,WV,H1,45,45,ROOF-TOP,ROOF,,,PERI,H1,,,,,,38.34766667,-81.62761111,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,7/22/2008 0:00,,,,,,,FAA-EST IMAGERY,9/14/2015 0:00,OWNER,7/22/2008 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROOFTOP
2WV2,1,HELIPORT,26582.11*H,LOUIS A JOHNSON VA MEDICAL CENTER,Eastern,WV,HARRISON,CLARKSBURG,39.27055556,-80.36425,1040,E,ZOB,ZCC,CLEVELAND,EKN,ELKINS,N,08W,2000,,,SS-SR,,,N,,Y,,,,,,26582.11*H,WV,H1,40,40,CONC,CONC,,,PERI,H1,,,,,,39.27055556,-80.36425,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,11/13/2013 0:00,OWNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
WV16,1,HELIPORT,26582.3*H,CNG DIVISION 4,Eastern,WV,HARRISON,CLARKSBURG,39.27305556,-80.37888889,1022,E,ZOB,ZCC,CLEVELAND,EKN,ELKINS,N,07W,1990,,,,,,N,,,,,,,,26582.3*H,WV,H1,60,60,ASPH-CONC,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
WV60,,HELIPORT,26587.5*H,WALKER III,Eastern,WV,RALEIGH,CRAB ORCHARD,37.74844444,-81.22230556,2260,E,ZID,ZCI,INDIANAPOLIS,EKN,ELKINS,N,06W,1990,,,,,,N,,Y-L,,,,,,26587.5*H,WV,H1,16,12,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
